,Chroma 2 Case,Chroma 3 Case,Chroma Case,Clutch Case,CS20 Case,CS:GO Weapon Case,CS:GO Weapon Case 2,CS:GO Weapon Case 3,Danger Zone Case,Dreams & Nightmares Case,Falchion Case,Fracture Case,Gamma 2 Case,Gamma Case,Glove Case,Horizon Case,Huntsman Weapon Case,Operation Bravo Case,Operation Breakout Weapon Case,Operation Broken Fang Case,Operation Hydra Case,Operation Phoenix Weapon Case,Operation Riptide Case,Operation Vanguard Weapon Case,Operation Wildfire Case,Prisma 2 Case,Prisma Case,Recoil Case,Revolution Case,Revolver Case,Shadow Case,Shattered Web Case,Snakebite Case,Spectrum 2 Case,Spectrum Case,Winter Offensive Weapon Case
2021-04-06,0.333,0.102,0.857,0.323,0.126,40.734,5.206,3.522,0.077,,0.278,0.599,0.364,0.327,1.427,0.104,4.399,35.578,2.055,0.805,9.486,1.041,,0.799,0.352,0.057,0.042,,,0.078,0.206,1.148,,0.24,0.739,4.188
2021-04-07,0.312,0.093,0.833,0.288,0.116,41.505,4.871,3.332,0.064,,0.278,0.565,0.357,0.314,1.313,0.099,4.181,33.259,1.94,0.771,8.624,0.987,,0.747,0.317,0.05,0.039,,,0.067,0.197,0.998,,0.222,0.667,3.87
2021-04-08,0.275,0.086,0.789,0.253,0.103,40.352,4.482,3.117,0.051,,0.258,0.516,0.316,0.274,1.241,0.084,3.936,33.03,1.814,0.692,8.263,0.941,,0.702,0.292,0.041,0.03,,,0.064,0.186,0.931,,0.202,0.596,3.818
2021-04-09,0.251,0.085,0.76,0.262,0.102,38.508,4.693,2.936,0.057,,0.241,0.521,0.292,0.266,1.289,0.08,3.857,33.948,1.848,0.72,8.277,0.871,,0.71,0.288,0.042,0.033,,,0.057,0.178,0.922,,0.204,0.585,3.913
2021-04-10,0.25,0.079,0.761,0.262,0.095,38.238,4.802,3.116,0.059,,0.239,0.506,0.306,0.256,1.255,0.076,3.667,33.958,1.888,0.702,8.461,0.867,,0.701,0.275,0.043,0.031,,,0.061,0.176,0.913,,0.189,0.573,3.871
2021-04-11,0.259,0.074,0.817,0.251,0.091,37.639,4.653,3.021,0.053,,0.246,0.49,0.302,0.256,1.172,0.07,3.514,33.825,1.841,0.661,8.107,0.855,,0.701,0.297,0.037,0.03,,,0.065,0.171,0.919,,0.179,0.56,3.852
2021-04-12,0.286,0.078,0.831,0.252,0.088,37.044,4.661,3.098,0.056,,0.242,0.493,0.289,0.256,1.185,0.074,3.349,32.297,1.855,0.673,8.421,0.847,,0.697,0.291,0.036,0.03,,,0.056,0.17,0.91,,0.182,0.553,3.623
2021-04-13,0.279,0.073,0.829,0.247,0.09,36.658,4.698,3.306,0.058,,0.237,0.489,0.275,0.25,1.195,0.077,3.335,32.948,1.867,0.666,8.535,0.825,,0.698,0.288,0.038,0.031,,,0.062,0.168,0.909,,0.178,0.539,3.856
2021-04-14,0.304,0.081,0.869,0.258,0.095,36.035,4.499,3.397,0.062,,0.245,0.503,0.29,0.263,1.201,0.086,3.306,32.364,1.875,0.678,8.18,0.821,,0.727,0.301,0.046,0.033,,,0.068,0.177,0.927,,0.183,0.567,3.966
2021-04-15,0.321,0.081,0.862,0.257,0.096,36.968,4.843,3.246,0.055,,0.25,0.498,0.305,0.266,1.251,0.076,3.545,32.374,1.885,0.678,8.259,0.865,,0.743,0.306,0.035,0.031,,,0.061,0.179,0.931,,0.189,0.6,4.017
2021-04-16,0.322,0.076,0.851,0.25,0.097,37.017,4.964,3.17,0.054,,0.248,0.487,0.282,0.266,1.277,0.07,3.806,33.784,1.88,0.695,8.875,0.885,,0.731,0.297,0.033,0.031,,,0.053,0.175,0.938,,0.183,0.601,3.987
2021-04-17,0.317,0.076,0.847,0.253,0.103,38.51,4.93,3.314,0.054,,0.247,0.487,0.278,0.268,1.319,0.066,3.737,33.898,1.905,0.762,8.721,0.901,,0.75,0.294,0.032,0.03,,,0.052,0.177,0.954,,0.187,0.614,3.786
2021-04-18,0.316,0.073,0.852,0.249,0.092,39.364,4.944,3.444,0.054,,0.261,0.474,0.277,0.261,1.313,0.068,3.664,33.918,1.883,0.753,8.665,0.888,,0.766,0.297,0.032,0.03,,,0.058,0.179,1.017,,0.186,0.604,3.946
2021-04-19,0.317,0.071,0.828,0.254,0.091,39.76,4.974,3.747,0.051,,0.257,0.459,0.268,0.249,1.321,0.062,3.554,34.147,1.882,0.76,8.61,0.878,,0.757,0.287,0.033,0.03,,,0.053,0.17,1.03,,0.176,0.582,3.878
2021-04-20,0.331,0.063,0.809,0.253,0.091,40.565,4.961,3.578,0.05,,0.261,0.448,0.263,0.242,1.325,0.07,3.623,32.887,1.879,0.769,8.565,0.858,,0.743,0.297,0.033,0.03,,,0.051,0.171,1.009,,0.167,0.568,3.812
2021-04-21,0.334,0.06,0.817,0.252,0.08,40.714,4.787,3.489,0.05,,0.264,0.444,0.254,0.247,1.322,0.068,3.591,34.659,1.899,0.791,8.961,0.841,,0.749,0.301,0.03,0.03,,,0.054,0.171,0.983,,0.163,0.573,3.753
2021-04-22,0.336,0.06,0.828,0.253,0.08,40.888,4.829,3.749,0.05,,0.263,0.452,0.251,0.248,1.338,0.064,3.625,34.331,1.882,0.866,9.446,0.841,,0.759,0.305,0.032,0.03,,,0.049,0.174,0.985,,0.169,0.574,3.978
2021-04-23,0.344,0.071,0.847,0.253,0.078,41.32,4.864,3.755,0.049,,0.273,0.466,0.258,0.253,1.355,0.063,3.602,34.869,1.898,0.898,9.669,0.849,,0.769,0.314,0.031,0.03,,,0.05,0.176,1.015,,0.17,0.593,3.997
2021-04-24,0.349,0.078,0.856,0.256,0.085,42.532,4.926,3.676,0.048,,0.263,0.472,0.276,0.259,1.359,0.071,3.45,35.034,1.904,0.922,9.35,0.886,,0.749,0.321,0.031,0.03,,,0.055,0.184,1.029,,0.178,0.606,3.711
2021-04-25,0.357,0.076,0.856,0.257,0.082,42.402,5.288,3.8,0.048,,0.268,0.466,0.279,0.263,1.367,0.077,3.502,35.775,1.941,0.915,8.798,0.881,,0.736,0.327,0.031,0.03,,,0.064,0.187,1.028,,0.185,0.611,3.881
2021-04-26,0.36,0.076,0.834,0.258,0.084,41.851,5.201,3.664,0.046,,0.262,0.466,0.281,0.258,1.392,0.069,3.359,34.981,1.979,0.905,9.24,0.863,,0.74,0.312,0.031,0.03,,,0.061,0.174,1.011,,0.182,0.599,3.753
2021-04-27,0.36,0.082,0.839,0.261,0.083,41.442,5.26,3.781,0.05,,0.259,0.468,0.286,0.267,1.375,0.074,3.38,36.504,1.925,0.9,9.656,0.868,,0.781,0.304,0.03,0.03,,,0.06,0.172,1.006,,0.183,0.601,3.786
2021-04-28,0.377,0.08,0.845,0.264,0.089,42.317,5.041,3.86,0.048,,0.258,0.47,0.292,0.259,1.381,0.075,3.352,35.33,1.952,0.901,9.536,0.869,,0.809,0.305,0.031,0.03,,,0.062,0.176,0.986,,0.185,0.603,3.807
2021-04-29,0.388,0.08,0.866,0.262,0.087,43.477,5.227,3.923,0.05,,0.255,0.469,0.287,0.254,1.378,0.083,3.409,35.792,1.948,0.926,9.598,0.877,,0.79,0.309,0.03,0.03,,,0.062,0.177,0.995,,0.187,0.598,3.879
2021-04-30,0.398,0.081,0.873,0.264,0.089,40.153,5.11,3.742,0.053,,0.267,0.471,0.293,0.252,1.395,0.08,3.498,35.545,1.944,0.962,9.763,0.892,,0.79,0.315,0.031,0.03,,,0.066,0.182,1.034,,0.188,0.62,3.85
2021-05-01,0.393,0.08,0.869,0.266,0.089,39.996,4.771,3.46,0.06,,0.261,0.473,0.301,0.26,1.434,0.077,3.596,36.833,1.952,0.92,9.562,0.91,,0.783,0.322,0.031,0.03,,,0.064,0.178,1.079,,0.192,0.628,3.897
2021-05-02,0.383,0.083,0.85,0.272,0.087,41.738,4.984,3.557,0.059,,0.263,0.464,0.309,0.274,1.424,0.079,3.386,35.971,1.954,0.87,9.725,0.884,,0.787,0.315,0.03,0.03,,,0.06,0.174,1.123,,0.196,0.622,3.823
2021-05-03,0.373,0.08,0.826,0.265,0.087,39.452,5.133,3.557,0.052,,0.262,0.455,0.301,0.276,1.426,0.067,3.439,36.965,1.957,0.843,9.602,0.877,,0.802,0.308,0.031,0.03,,,0.059,0.177,1.162,17.552,0.194,0.623,3.642
2021-05-04,0.364,0.077,0.83,0.257,0.087,39.69,4.994,3.432,0.051,,0.249,0.395,0.285,0.27,1.384,0.084,3.497,35.425,1.96,0.634,8.872,0.863,,0.811,0.311,0.032,0.056,,,0.062,0.176,1.082,10.159,0.18,0.61,3.708
2021-05-05,0.359,0.077,0.839,0.256,0.088,39.03,4.928,3.541,0.054,,0.25,0.388,0.282,0.26,1.412,0.072,3.58,34.583,1.955,0.627,8.695,0.854,,0.837,0.311,0.04,0.086,,,0.057,0.181,1.125,7.097,0.181,0.606,3.832
2021-05-06,0.359,0.074,0.839,0.254,0.083,40.173,4.897,3.531,0.051,,0.251,0.383,0.287,0.259,1.429,0.069,3.504,35.423,1.947,0.584,8.66,0.851,,0.85,0.304,0.042,0.093,,,0.054,0.178,1.125,6.023,0.179,0.6,3.663
2021-05-07,0.355,0.073,0.864,0.255,0.09,39.29,4.989,3.64,0.05,,0.251,0.396,0.295,0.263,1.441,0.069,3.579,36.021,1.975,0.534,8.957,0.877,,0.838,0.315,0.04,0.079,,,0.053,0.176,1.071,5.092,0.186,0.629,3.723
2021-05-08,0.365,0.073,0.886,0.255,0.093,41.436,5.073,3.698,0.054,,0.252,0.4,0.289,0.268,1.461,0.071,3.632,37.211,2.006,0.547,8.903,0.899,,0.83,0.31,0.038,0.067,,,0.051,0.176,1.098,4.641,0.188,0.634,3.9
2021-05-09,0.377,0.076,0.896,0.264,0.087,41.851,4.996,3.539,0.054,,0.255,0.397,0.286,0.273,1.434,0.077,3.626,37.788,2.057,0.533,8.998,0.9,,0.846,0.311,0.041,0.069,,,0.051,0.18,1.113,4.03,0.187,0.675,3.887
2021-05-10,0.381,0.076,0.908,0.255,0.089,41.227,4.96,3.569,0.056,,0.254,0.395,0.289,0.273,1.455,0.072,3.518,39.179,2.07,0.525,9.093,0.858,,0.848,0.324,0.038,0.075,,,0.05,0.181,1.137,3.651,0.188,0.661,3.647
2021-05-11,0.385,0.079,0.918,0.253,0.082,42.814,5.058,3.618,0.053,,0.25,0.389,0.286,0.274,1.484,0.066,3.6,39.055,2.091,0.514,9.129,0.878,,0.846,0.329,0.039,0.08,,,0.049,0.183,1.155,3.686,0.19,0.65,3.903
2021-05-12,0.393,0.074,0.934,0.247,0.079,44.373,5.096,3.668,0.057,,0.254,0.391,0.286,0.273,1.49,0.064,3.744,39.878,2.12,0.522,9.163,0.895,,0.848,0.332,0.039,0.078,,,0.049,0.179,1.182,3.884,0.187,0.661,3.762
2021-05-13,0.392,0.074,0.922,0.247,0.079,45.612,5.284,3.672,0.053,,0.254,0.388,0.288,0.281,1.494,0.064,3.591,39.595,2.148,0.607,9.413,0.882,,0.87,0.333,0.041,0.079,,,0.05,0.18,1.188,3.428,0.185,0.676,4.088
2021-05-14,0.39,0.076,0.912,0.249,0.087,46.898,5.251,3.728,0.054,,0.262,0.395,0.291,0.288,1.528,0.06,3.603,40.502,2.194,0.649,9.192,0.907,,0.912,0.336,0.038,0.072,,,0.049,0.182,1.217,3.206,0.192,0.678,4.043
2021-05-15,0.386,0.079,0.928,0.242,0.079,48.041,5.321,3.669,0.054,,0.263,0.4,0.284,0.294,1.553,0.062,3.741,42.406,2.277,0.653,9.271,0.913,,0.968,0.345,0.041,0.077,,,0.046,0.183,1.237,3.085,0.19,0.681,4.297
2021-05-16,0.387,0.076,0.936,0.236,0.073,47.545,5.176,3.642,0.057,,0.269,0.396,0.282,0.289,1.545,0.063,3.641,42.172,2.29,0.627,8.924,0.929,,1.048,0.347,0.037,0.075,,,0.045,0.183,1.255,2.748,0.189,0.671,4.126
2021-05-17,0.386,0.073,0.912,0.236,0.075,47.709,5.098,3.795,0.056,,0.271,0.385,0.284,0.287,1.564,0.062,3.652,40.023,2.291,0.603,9.122,0.919,,1.044,0.355,0.039,0.068,,,0.045,0.184,1.247,2.657,0.193,0.64,4.006
2021-05-18,0.385,0.075,0.907,0.236,0.076,51.39,5.242,3.726,0.054,,0.271,0.374,0.282,0.284,1.634,0.061,3.929,41.548,2.267,0.602,9.541,0.91,,1.005,0.355,0.037,0.068,,,0.046,0.18,1.262,2.528,0.199,0.658,4.292
2021-05-19,0.383,0.078,0.921,0.237,0.077,54.052,5.198,3.607,0.053,,0.273,0.361,0.294,0.29,1.719,0.065,3.899,41.655,2.312,0.6,9.997,0.928,,0.952,0.358,0.037,0.067,,,0.05,0.182,1.314,2.398,0.2,0.629,4.11
2021-05-20,0.381,0.077,0.906,0.237,0.077,56.699,5.056,3.787,0.058,,0.257,0.352,0.291,0.29,1.749,0.063,3.966,43.335,2.283,0.586,9.921,0.921,,0.907,0.363,0.043,0.071,,,0.046,0.182,1.365,2.311,0.204,0.617,4.17
2021-05-21,0.392,0.074,0.899,0.231,0.075,53.807,5.151,3.759,0.058,,0.266,0.353,0.287,0.292,1.762,0.062,3.9,43.614,2.285,0.564,9.963,0.923,,0.86,0.369,0.042,0.061,,,0.048,0.185,1.356,2.312,0.203,0.637,4.165
2021-05-22,0.399,0.077,0.903,0.233,0.076,52.897,5.304,3.831,0.056,,0.256,0.361,0.286,0.293,1.788,0.06,3.95,43.68,2.283,0.582,10.116,0.928,,0.912,0.378,0.041,0.062,,,0.052,0.19,1.398,2.261,0.203,0.671,4.578
2021-05-23,0.402,0.08,0.897,0.224,0.074,53.504,5.329,3.696,0.055,,0.265,0.349,0.289,0.292,1.802,0.061,3.783,42.887,2.292,0.594,10.1,0.927,,0.955,0.389,0.045,0.066,,,0.061,0.189,1.463,2.07,0.199,0.662,4.474
2021-05-24,0.4,0.08,0.904,0.221,0.076,53.214,5.405,3.796,0.052,,0.257,0.35,0.286,0.296,1.818,0.06,3.944,42.458,2.274,0.592,10.183,0.938,,1.003,0.41,0.04,0.062,,,0.05,0.186,1.534,1.977,0.192,0.667,4.53
2021-05-25,0.403,0.075,0.893,0.223,0.076,54.105,5.488,3.741,0.051,,0.261,0.348,0.282,0.296,1.84,0.063,3.752,43.684,2.325,0.59,10.551,0.935,,1.098,0.448,0.039,0.06,,,0.048,0.187,1.629,1.924,0.189,0.661,4.418
2021-05-26,0.413,0.083,0.912,0.224,0.075,55.366,5.496,3.811,0.052,,0.266,0.348,0.276,0.299,1.838,0.059,3.813,44.017,2.321,0.601,11.119,0.94,,1.134,0.481,0.041,0.06,,,0.049,0.187,1.662,1.917,0.198,0.664,4.575
2021-05-27,0.432,0.088,0.919,0.224,0.074,55.204,5.784,3.769,0.052,,0.268,0.349,0.284,0.295,1.879,0.063,4.024,46.36,2.313,0.615,11.336,0.944,,1.112,0.497,0.04,0.06,,,0.048,0.19,1.657,1.935,0.204,0.675,4.678
2021-05-28,0.457,0.086,0.929,0.228,0.078,55.832,5.607,3.594,0.051,,0.268,0.349,0.286,0.299,1.936,0.065,3.944,51.062,2.334,0.647,11.628,0.955,,1.098,0.488,0.038,0.06,,,0.051,0.19,1.618,1.961,0.217,0.707,4.75
2021-05-29,0.458,0.08,0.928,0.234,0.075,55.784,6.516,3.842,0.054,,0.276,0.349,0.296,0.314,2.008,0.064,3.956,51.695,2.355,0.676,13.574,0.96,,1.064,0.51,0.04,0.057,,,0.053,0.194,1.562,1.922,0.223,0.723,4.73
2021-05-30,0.462,0.083,0.943,0.247,0.076,56.503,6.498,3.883,0.059,,0.277,0.347,0.3,0.35,2.019,0.065,4.032,48.823,2.356,0.701,13.509,0.94,,1.07,0.582,0.039,0.059,,,0.053,0.201,1.529,1.819,0.237,0.718,4.605
2021-05-31,0.461,0.083,0.953,0.251,0.073,55.795,6.218,3.824,0.059,,0.286,0.347,0.301,0.375,2.09,0.064,4.232,47.549,2.369,0.703,13.068,0.943,,1.076,0.596,0.043,0.063,,,0.05,0.209,1.455,1.669,0.244,0.705,5.063
2021-06-01,0.467,0.088,0.961,0.262,0.073,55.037,6.749,3.812,0.057,,0.292,0.346,0.312,0.387,2.192,0.06,4.009,46.517,2.408,0.699,13.105,0.968,,1.072,0.624,0.042,0.073,,,0.053,0.223,1.506,1.641,0.252,0.726,5.052
2021-06-02,0.465,0.094,0.965,0.286,0.071,55.609,7.022,3.892,0.056,,0.307,0.347,0.316,0.396,2.289,0.063,4.162,46.547,2.441,0.683,13.743,0.969,,1.049,0.607,0.043,0.075,,,0.057,0.232,1.489,1.594,0.258,0.718,5.303
2021-06-03,0.468,0.099,0.981,0.296,0.081,56.34,7.504,4.117,0.062,,0.324,0.339,0.316,0.391,2.405,0.066,4.46,46.456,2.684,0.666,14.266,0.978,,1.082,0.55,0.047,0.081,,,0.056,0.252,1.501,1.588,0.261,0.737,5.668
2021-06-04,0.46,0.172,1.013,0.359,0.19,57.487,8.139,4.394,0.069,,0.35,0.36,0.394,0.423,2.918,0.129,5.601,50.665,2.995,0.664,18.386,1.026,,1.074,0.601,0.055,0.093,,,0.111,0.282,1.508,1.456,0.379,0.79,6.434
2021-06-05,0.463,0.194,1.062,0.432,0.216,59.686,8.172,4.706,0.089,,0.405,0.38,0.432,0.435,2.773,0.14,6.449,55.469,2.985,0.707,17.266,1.061,,1.134,0.614,0.076,0.113,,,0.126,0.318,1.598,1.454,0.409,0.933,7.084
2021-06-06,0.432,0.171,1.067,0.332,0.189,59.863,7.615,4.802,0.088,,0.366,0.356,0.383,0.388,2.399,0.123,5.695,55.05,2.865,0.706,16.509,1.068,,1.102,0.587,0.072,0.102,,,0.11,0.285,1.632,1.474,0.373,0.805,6.364
2021-06-07,0.431,0.176,1.077,0.337,0.202,54.567,6.661,4.256,0.083,,0.367,0.343,0.394,0.384,2.366,0.129,5.189,50.353,2.878,0.7,14.945,1.064,,1.101,0.573,0.075,0.093,,,0.12,0.276,1.61,1.415,0.376,0.762,5.799
2021-06-08,0.432,0.171,1.064,0.343,0.201,54.988,6.758,4.29,0.085,,0.372,0.342,0.394,0.376,2.371,0.132,5.115,48.828,3.015,0.692,14.489,1.052,,1.071,0.57,0.071,0.091,,,0.112,0.276,1.588,1.407,0.384,0.758,5.898
2021-06-09,0.449,0.165,1.087,0.358,0.22,56.079,6.621,4.422,0.081,,0.351,0.345,0.39,0.385,2.502,0.13,5.149,51.793,3.231,0.693,15.45,1.074,,1.066,0.545,0.07,0.091,,,0.107,0.27,1.615,1.45,0.392,0.789,5.889
2021-06-10,0.453,0.172,1.11,0.392,0.239,57.205,6.984,4.454,0.08,,0.338,0.342,0.395,0.402,2.539,0.133,5.056,52.665,3.289,0.704,16.843,1.123,,1.164,0.563,0.067,0.088,,,0.108,0.274,1.554,1.442,0.41,0.788,5.68
2021-06-11,0.461,0.178,1.129,0.423,0.284,58.496,7.384,4.614,0.084,,0.348,0.345,0.393,0.414,2.598,0.138,5.272,53.013,3.282,0.71,16.06,1.161,,1.139,0.58,0.07,0.088,,,0.114,0.275,1.571,1.466,0.442,0.811,5.713
2021-06-12,0.458,0.184,1.106,0.419,0.323,56.713,7.568,4.4,0.084,,0.358,0.345,0.427,0.413,2.597,0.145,5.012,53.574,3.238,0.716,15.155,1.18,,1.102,0.553,0.075,0.087,,,0.122,0.276,1.552,1.493,0.452,0.813,5.624
2021-06-13,0.453,0.185,1.008,0.384,0.316,56.553,7.189,4.654,0.082,,0.363,0.346,0.43,0.412,2.32,0.143,4.632,54.005,3.059,0.717,14.099,1.144,,1.061,0.539,0.071,0.088,,,0.127,0.275,1.507,1.424,0.441,0.755,5.391
2021-06-14,0.442,0.172,1.001,0.353,0.294,57.275,6.861,4.464,0.078,,0.368,0.343,0.419,0.404,2.089,0.129,4.508,50.892,2.848,0.726,13.973,1.113,,1.034,0.52,0.066,0.085,,,0.119,0.27,1.492,1.382,0.416,0.719,5.294
2021-06-15,0.44,0.163,1.004,0.349,0.255,56.128,6.409,4.391,0.085,,0.353,0.343,0.395,0.4,2.164,0.122,4.484,50.225,2.82,0.734,14.327,1.125,,1.007,0.523,0.061,0.078,,,0.118,0.263,1.519,1.348,0.408,0.708,5.308
2021-06-16,0.461,0.171,1.02,0.358,0.241,55.959,6.6,4.42,0.081,,0.36,0.338,0.398,0.393,2.167,0.118,4.794,49.79,2.932,0.747,13.575,1.091,,1.03,0.509,0.059,0.079,,,0.117,0.264,1.47,1.319,0.406,0.696,5.221
2021-06-17,0.466,0.169,1.0,0.341,0.245,55.206,6.478,4.563,0.076,,0.349,0.335,0.401,0.401,2.152,0.119,4.776,51.943,2.864,0.747,13.131,1.09,,1.058,0.491,0.057,0.078,,,0.116,0.259,1.493,1.314,0.408,0.732,4.954
2021-06-18,0.465,0.174,1.031,0.34,0.24,55.052,6.397,4.387,0.073,,0.346,0.333,0.412,0.395,2.175,0.119,4.507,49.789,2.827,0.746,12.647,1.102,,1.1,0.478,0.058,0.082,,,0.113,0.266,1.468,1.33,0.406,0.759,4.919
2021-06-19,0.471,0.172,0.986,0.35,0.24,55.737,6.601,4.226,0.074,,0.347,0.338,0.415,0.393,2.231,0.12,4.423,47.052,2.805,0.755,12.923,1.116,,1.112,0.48,0.06,0.075,,,0.112,0.267,1.452,1.314,0.404,0.753,4.533
2021-06-20,0.464,0.169,0.977,0.343,0.233,56.087,6.435,4.3,0.071,,0.341,0.329,0.425,0.393,2.254,0.123,4.447,47.515,2.738,0.75,12.735,1.115,,1.098,0.485,0.059,0.075,,,0.111,0.278,1.438,1.246,0.409,0.767,4.68
2021-06-21,0.447,0.168,0.97,0.333,0.223,56.288,6.686,4.087,0.069,,0.338,0.312,0.408,0.391,2.194,0.113,4.128,46.699,2.548,0.729,12.111,1.092,,1.031,0.484,0.063,0.076,,,0.113,0.258,1.408,1.094,0.398,0.747,4.896
2021-06-22,0.437,0.166,0.975,0.335,0.205,56.457,6.532,4.026,0.063,,0.326,0.304,0.404,0.375,2.139,0.114,4.203,45.998,2.622,0.696,11.803,1.045,,0.98,0.47,0.056,0.072,,,0.112,0.248,1.389,0.964,0.396,0.728,4.808
2021-06-23,0.452,0.165,0.963,0.316,0.201,55.452,6.613,4.067,0.064,,0.326,0.292,0.396,0.361,2.144,0.114,4.013,45.846,2.637,0.674,12.355,1.033,,0.994,0.457,0.053,0.075,,,0.11,0.24,1.325,0.917,0.385,0.712,4.777
2021-06-24,0.437,0.155,0.906,0.297,0.206,52.21,6.262,3.894,0.059,,0.302,0.269,0.369,0.337,2.031,0.108,3.89,45.767,2.57,0.629,12.457,0.952,,0.916,0.43,0.048,0.066,,,0.107,0.22,1.22,0.879,0.364,0.662,4.413
2021-06-25,0.41,0.153,0.847,0.299,0.223,51.626,6.108,3.774,0.06,,0.305,0.265,0.358,0.328,1.923,0.1,3.778,45.261,2.521,0.626,11.516,0.941,,0.926,0.435,0.052,0.067,,,0.1,0.217,1.224,0.824,0.354,0.626,4.173
2021-06-26,0.417,0.148,0.896,0.298,0.219,51.446,6.333,3.87,0.061,,0.305,0.261,0.361,0.341,1.903,0.099,3.833,46.019,2.565,0.642,11.656,0.965,,0.925,0.431,0.053,0.069,,,0.101,0.223,1.296,0.881,0.34,0.654,4.311
2021-06-27,0.426,0.157,0.881,0.298,0.214,50.734,6.557,3.96,0.061,,0.303,0.265,0.379,0.355,1.955,0.103,3.875,45.147,2.57,0.663,11.922,0.963,,0.951,0.441,0.053,0.071,,,0.106,0.225,1.286,0.907,0.357,0.678,4.346
2021-06-28,0.42,0.163,0.907,0.298,0.212,51.185,6.691,4.093,0.063,,0.295,0.258,0.375,0.349,1.948,0.1,3.77,43.983,2.57,0.672,12.135,0.982,,0.929,0.435,0.054,0.07,,,0.104,0.219,1.308,0.883,0.346,0.666,4.341
2021-06-29,0.43,0.163,0.96,0.296,0.216,50.375,6.485,4.182,0.065,,0.301,0.254,0.378,0.35,1.911,0.102,3.888,44.572,2.561,0.665,12.366,1.019,,0.96,0.433,0.048,0.071,,,0.101,0.221,1.295,0.905,0.347,0.669,4.256
2021-06-30,0.454,0.168,1.021,0.287,0.213,52.002,6.346,4.217,0.064,,0.306,0.248,0.387,0.354,1.862,0.104,4.092,44.226,2.553,0.651,12.243,1.032,,0.951,0.43,0.049,0.069,,,0.108,0.224,1.305,0.909,0.347,0.682,4.417
2021-07-01,0.457,0.17,1.017,0.283,0.212,52.242,6.584,4.141,0.064,,0.309,0.247,0.399,0.368,1.886,0.109,4.04,44.851,2.451,0.667,11.493,1.045,,0.975,0.438,0.059,0.073,,,0.108,0.227,1.266,0.903,0.352,0.685,4.375
2021-07-02,0.44,0.166,1.007,0.274,0.206,52.244,6.406,4.173,0.061,,0.301,0.251,0.398,0.366,1.884,0.1,4.167,43.405,2.453,0.673,11.483,1.049,,0.988,0.439,0.055,0.072,,,0.109,0.22,1.255,0.956,0.352,0.676,4.577
2021-07-03,0.427,0.161,1.001,0.273,0.202,52.633,6.187,4.167,0.058,,0.292,0.25,0.408,0.376,1.846,0.099,3.982,43.753,2.415,0.674,10.938,1.045,,0.947,0.439,0.056,0.071,,,0.1,0.216,1.261,0.932,0.35,0.661,4.456
2021-07-04,0.422,0.159,0.97,0.268,0.2,51.853,6.135,4.275,0.061,,0.284,0.241,0.41,0.361,1.84,0.1,3.932,42.556,2.409,0.651,11.752,1.013,,0.98,0.419,0.059,0.073,,,0.102,0.21,1.243,0.935,0.347,0.648,4.674
2021-07-05,0.417,0.158,0.949,0.254,0.193,51.071,6.163,4.236,0.062,,0.284,0.235,0.415,0.36,1.842,0.097,3.827,42.808,2.364,0.653,11.135,1.036,,0.978,0.411,0.059,0.068,,,0.1,0.208,1.208,0.92,0.336,0.651,4.494
2021-07-06,0.419,0.154,0.932,0.254,0.193,50.814,6.323,4.004,0.057,,0.288,0.227,0.425,0.353,1.842,0.1,3.81,42.852,2.278,0.646,11.175,1.007,,0.959,0.389,0.057,0.07,,,0.102,0.206,1.225,0.914,0.337,0.642,4.45
2021-07-07,0.411,0.152,0.962,0.251,0.193,50.506,5.983,3.862,0.06,,0.284,0.22,0.417,0.355,1.86,0.099,3.753,41.881,2.271,0.632,10.802,0.986,,0.96,0.386,0.059,0.072,,,0.098,0.204,1.217,0.878,0.334,0.65,4.407
2021-07-08,0.411,0.152,0.93,0.243,0.194,49.625,5.902,3.672,0.06,,0.274,0.207,0.414,0.354,1.846,0.1,3.645,41.844,2.19,0.627,10.944,0.964,,0.932,0.391,0.06,0.066,,,0.104,0.199,1.197,0.837,0.335,0.647,4.354
2021-07-09,0.42,0.164,0.968,0.252,0.211,49.875,5.977,3.69,0.065,,0.29,0.203,0.441,0.361,1.885,0.11,3.664,42.119,2.332,0.617,11.288,0.986,,0.937,0.393,0.062,0.074,,,0.108,0.213,1.263,0.831,0.35,0.667,4.508
2021-07-10,0.413,0.169,0.952,0.257,0.216,48.31,6.264,3.814,0.066,,0.309,0.206,0.446,0.364,1.851,0.113,3.921,41.605,2.4,0.614,11.114,1.025,,0.954,0.398,0.061,0.074,,,0.112,0.22,1.256,0.834,0.36,0.678,4.545
2021-07-11,0.414,0.165,0.936,0.242,0.211,49.231,6.0,3.739,0.068,,0.307,0.202,0.425,0.366,1.815,0.114,3.722,40.986,2.358,0.607,10.892,1.006,,0.951,0.388,0.062,0.071,,,0.114,0.22,1.257,0.814,0.352,0.669,4.494
2021-07-12,0.408,0.161,0.935,0.24,0.202,47.739,5.94,3.589,0.068,,0.289,0.19,0.412,0.358,1.793,0.113,3.529,40.253,2.401,0.593,10.778,0.982,,0.925,0.38,0.058,0.071,,,0.11,0.215,1.245,0.771,0.338,0.657,4.2
