,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
18660,Sticker | Nademan,4b69ff,d2d2d2,0.07,0.07,0,,709.0,181.0,848.0,2085.0,8484.0,,sticker,2021 community sticker capsule,high grade,normal,0,0
18661,Sticker | NAF (Foil) | Atlanta 2017,,d2d2d2,105.47,104.44,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,3.0,4.0,4.0,,,,,,0,0
18662,Sticker | NAF (Foil) | Berlin 2019,8847ff,d2d2d2,0.35000000000000003,0.33,1,LOW_SALES_WEEK,181.0,2.0,35.0,124.0,550.0,,sticker,berlin 2019,remarkable,normal,0,0
18663,Sticker | NAF (Foil) | Boston 2018,,d2d2d2,33.18,30.76,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,2.0,6.0,11.0,,,,,,0,0
18664,Sticker | NAF (Foil) | Cologne 2016,d32ce6,d2d2d2,55.54,44.04,1,LOW_SALES_3PLUS_MONTHS,3.0,4.0,4.0,4.0,11.0,,sticker,cologne 2016,exotic,normal,0,0
18665,Sticker | NAF (Foil) | Katowice 2019,8847ff,d2d2d2,3.05,2.49,1,LOW_SALES_3PLUS_MONTHS,42.0,1.0,6.0,29.0,142.0,,sticker,katowice 2019,remarkable,normal,0,0
18666,Sticker | NAF (Foil) | London 2018,8847ff,d2d2d2,11.59,15.89,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,0.0,2.0,12.0,,sticker,london 2018,remarkable,normal,0,0
18667,Sticker | NAF (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.06,0.06,0,,701.0,31.0,105.0,367.0,1563.0,,sticker,antwerp 2022,remarkable,normal,0,0
18668,Sticker | NAF (Glitter) | Paris 2023,8847ff,d2d2d2,0.03,0.03,0,,4003.0,169.0,757.0,2808.0,15222.0,,sticker,paris 2023,remarkable,normal,0,0
18669,Sticker | NAF (Glitter) | Rio 2022,8847ff,d2d2d2,0.2,0.21,0,,98.0,18.0,92.0,384.0,2192.0,,sticker,rio 2022,remarkable,normal,0,0
18670,Sticker | NAF (Gold) | Antwerp 2022,eb4b4b,d2d2d2,6.74,6.3,1,LOW_SALES_3PLUS_MONTHS,17.0,4.0,6.0,17.0,70.0,,sticker,antwerp 2022,extraordinary,normal,0,0
18671,Sticker | NAF (Gold) | Berlin 2019,eb4b4b,d2d2d2,9.39,8.74,1,LOW_SALES_3PLUS_MONTHS,15.0,1.0,7.0,11.0,26.0,,sticker,berlin 2019,extraordinary,normal,0,0
18672,Sticker | NAF (Gold) | Boston 2018,,d2d2d2,130.61,576.53,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,,,,,,0,0
18673,Sticker | NAF (Gold) | Katowice 2019,eb4b4b,d2d2d2,50.66,43.12,1,LOW_SALES_3PLUS_MONTHS,8.0,1.0,1.0,2.0,5.0,,,,,,0,0
18674,Sticker | NAF (Gold) | London 2018,,d2d2d2,853.56,360.0,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,,,,,,0,0
18675,Sticker | NAF (Gold) | Paris 2023,eb4b4b,d2d2d2,2.83,2.71,1,LOW_SALES_WEEK,33.0,13.0,55.0,140.0,642.0,,sticker,paris 2023,extraordinary,normal,0,0
18676,Sticker | NAF (Gold) | Rio 2022,eb4b4b,d2d2d2,6.55,4.49,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,6.0,13.0,61.0,,sticker,rio 2022,extraordinary,normal,0,0
18677,Sticker | NAF (Holo) | Antwerp 2022,d32ce6,d2d2d2,1.3,1.26,1,LOW_SALES_WEEK,61.0,12.0,44.0,119.0,437.0,,sticker,antwerp 2022,exotic,normal,0,0
18678,Sticker | NAF (Holo) | Paris 2023,d32ce6,d2d2d2,0.58,0.59,0,,90.0,36.0,209.0,613.0,3275.0,,sticker,paris 2023,exotic,normal,0,0
18679,Sticker | NAF (Holo) | Rio 2022,d32ce6,d2d2d2,0.62,0.6000000000000001,1,LOW_SALES_MONTH,54.0,6.0,21.0,79.0,509.0,,sticker,rio 2022,exotic,normal,0,0
18680,Sticker | NAF | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,13028.0,327.0,720.0,1610.0,8471.0,,sticker,antwerp 2022,high grade,normal,0,0
18681,Sticker | NAF | Atlanta 2017,4b69ff,d2d2d2,9.52,9.51,1,LOW_SALES_3PLUS_MONTHS,16.0,3.0,10.0,14.0,21.0,,sticker,atlanta 2017,high grade,normal,0,0
18682,Sticker | NAF | Berlin 2019,4b69ff,d2d2d2,0.05,0.03,0,,1938.0,197.0,498.0,873.0,3109.0,,sticker,berlin 2019,high grade,normal,0,0
18683,Sticker | NAF | Boston 2018,4b69ff,d2d2d2,6.46,5.91,1,LOW_SALES_3PLUS_MONTHS,7.0,4.0,12.0,23.0,80.0,,sticker,boston 2018,high grade,normal,0,0
18684,Sticker | NAF | Cologne 2016,4b69ff,d2d2d2,7.82,6.47,1,LOW_SALES_3PLUS_MONTHS,18.0,1.0,1.0,2.0,5.0,,sticker,cologne 2016,high grade,normal,0,0
18685,Sticker | NAF | Katowice 2019,4b69ff,d2d2d2,0.25,0.2,1,LOW_SALES_MONTH,157.0,15.0,36.0,92.0,555.0,,sticker,katowice 2019,high grade,normal,0,0
18686,Sticker | NAF | London 2018,4b69ff,d2d2d2,3.03,3.17,1,LOW_SALES_3PLUS_MONTHS,11.0,6.0,19.0,29.0,117.0,,sticker,london 2018,high grade,normal,0,0
18687,Sticker | NAF | Paris 2023,4b69ff,d2d2d2,0.03,0.03,0,,101819.0,1356.0,4084.0,13969.0,84662.0,,sticker,paris 2023,high grade,normal,0,0
18688,Sticker | NAF | Rio 2022,4b69ff,d2d2d2,0.03,0.03,0,,6963.0,88.0,375.0,1559.0,5945.0,,sticker,rio 2022,high grade,normal,0,0
18689,Sticker | nafany (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.11,0.09,0,,240.0,25.0,237.0,691.0,2661.0,,sticker,antwerp 2022,remarkable,normal,0,0
18690,Sticker | nafany (Glitter) | Rio 2022,8847ff,d2d2d2,0.13,0.13,1,LOW_SALES_WEEK,145.0,8.0,47.0,193.0,815.0,,sticker,rio 2022,remarkable,normal,0,0
18691,Sticker | nafany (Gold) | Antwerp 2022,eb4b4b,d2d2d2,5.55,4.57,1,LOW_SALES_3PLUS_MONTHS,24.0,0.0,3.0,19.0,65.0,,sticker,antwerp 2022,extraordinary,normal,0,0
18692,Sticker | nafany (Gold) | Rio 2022,eb4b4b,d2d2d2,5.9,5.9,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,1.0,4.0,16.0,,sticker,rio 2022,extraordinary,normal,0,0
18693,Sticker | nafany (Gold) | Stockholm 2021,eb4b4b,d2d2d2,4.86,4.86,1,LOW_SALES_3PLUS_MONTHS,22.0,2.0,6.0,13.0,47.0,,sticker,stockholm 2021,extraordinary,normal,0,0
18694,Sticker | nafany (Holo) | Antwerp 2022,d32ce6,d2d2d2,7.22,5.69,1,LOW_SALES_MONTH,33.0,3.0,26.0,75.0,303.0,,sticker,antwerp 2022,exotic,normal,0,0
18695,Sticker | nafany (Holo) | Rio 2022,d32ce6,d2d2d2,1.32,1.24,1,LOW_SALES_MONTH,27.0,2.0,15.0,45.0,164.0,,sticker,rio 2022,exotic,normal,0,0
18696,Sticker | nafany (Holo) | Stockholm 2021,8847ff,d2d2d2,0.43,0.44,0,,129.0,27.0,113.0,328.0,1627.0,,sticker,stockholm 2021,remarkable,normal,0,0
18697,Sticker | nafany | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,2562.0,144.0,601.0,2684.0,11607.0,,sticker,antwerp 2022,high grade,normal,0,0
18698,Sticker | nafany | Rio 2022,4b69ff,d2d2d2,0.05,0.03,0,,1052.0,56.0,204.0,639.0,3538.0,,sticker,rio 2022,high grade,normal,0,0
18699,Sticker | nafany | Stockholm 2021,4b69ff,d2d2d2,0.03,0.03,0,,3881.0,89.0,943.0,3155.0,10555.0,,sticker,stockholm 2021,high grade,normal,0,0
18700,Sticker | Natus Vincere (Foil) | 2020 RMR,d32ce6,d2d2d2,0.74,0.7000000000000001,0,,478.0,82.0,526.0,1727.0,6634.0,,sticker,2020 rmr,exotic,normal,0,0
18701,Sticker | Natus Vincere (Foil) | Atlanta 2017,d32ce6,d2d2d2,121.87,77.76,1,LOW_SALES_3PLUS_MONTHS,10.0,0.0,0.0,2.0,7.0,,sticker,atlanta 2017,exotic,normal,0,0
18702,Sticker | Natus Vincere (Foil) | Berlin 2019,d32ce6,d2d2d2,2.9,2.4,1,LOW_SALES_WEEK,128.0,2.0,60.0,121.0,451.0,,sticker,berlin 2019,exotic,normal,0,0
18703,Sticker | Natus Vincere (Foil) | Boston 2018,d32ce6,d2d2d2,25.14,17.02,1,LOW_SALES_3PLUS_MONTHS,19.0,0.0,0.0,4.0,25.0,,sticker,boston 2018,exotic,normal,0,0
18704,Sticker | Natus Vincere (Foil) | Cluj-Napoca 2015,d32ce6,d2d2d2,9.58,12.33,1,LOW_SALES_3PLUS_MONTHS,30.0,0.0,2.0,16.0,39.0,,sticker,cluj-napoca 2015,exotic,normal,0,0
18705,Sticker | Natus Vincere (Foil) | Cologne 2015,d32ce6,d2d2d2,12.61,11.86,1,LOW_SALES_3PLUS_MONTHS,57.0,2.0,7.0,21.0,106.0,,sticker,cologne 2015,exotic,normal,0,0
18706,Sticker | Natus Vincere (Foil) | Cologne 2016,d32ce6,d2d2d2,18.58,18.44,1,LOW_SALES_3PLUS_MONTHS,28.0,1.0,2.0,5.0,20.0,,sticker,cologne 2016,exotic,normal,0,0
18707,Sticker | Natus Vincere (Foil) | DreamHack 2014,d32ce6,d2d2d2,100.0,121.27,1,LOW_SALES_3PLUS_MONTHS,12.0,0.0,0.0,1.0,4.0,,sticker,dreamhack 2014,exotic,normal,0,0
18708,Sticker | Natus Vincere (Foil) | Katowice 2015,d32ce6,d2d2d2,155.19,158.18,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,2.0,5.0,20.0,,sticker,katowice 2015,exotic,normal,0,0
18709,Sticker | Natus Vincere (Foil) | Katowice 2019,d32ce6,d2d2d2,9.22,7.64,1,LOW_SALES_3PLUS_MONTHS,57.0,2.0,17.0,36.0,133.0,,sticker,katowice 2019,exotic,normal,0,0
18710,Sticker | Natus Vincere (Foil) | Krakow 2017,d32ce6,d2d2d2,23.05,16.99,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,0.0,2.0,20.0,,sticker,krakow 2017,exotic,normal,0,0
18711,Sticker | Natus Vincere (Foil) | London 2018,d32ce6,d2d2d2,29.1,29.86,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,1.0,5.0,32.0,,sticker,london 2018,exotic,normal,0,0
18712,Sticker | Natus Vincere (Foil) | MLG Columbus 2016,d32ce6,d2d2d2,32.33,32.32,1,LOW_SALES_3PLUS_MONTHS,20.0,1.0,5.0,9.0,37.0,,sticker,mlg columbus 2016,exotic,normal,0,0
18713,Sticker | Natus Vincere (Foil) | Stockholm 2021,d32ce6,d2d2d2,3.84,3.6,0,,197.0,15.0,96.0,323.0,1273.0,,sticker,stockholm 2021,exotic,normal,0,0
18714,Sticker | Natus Vincere (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.41000000000000003,0.4,0,,560.0,198.0,947.0,3270.0,12769.0,,sticker,antwerp 2022,remarkable,normal,0,0
18715,Sticker | Natus Vincere (Glitter) | Paris 2023,8847ff,d2d2d2,0.19,0.17,0,,7439.0,2037.0,13436.0,38704.0,163781.0,,sticker,paris 2023,remarkable,normal,0,0
18716,Sticker | Natus Vincere (Glitter) | Rio 2022,8847ff,d2d2d2,0.23,0.2,0,,416.0,108.0,616.0,1983.0,9111.0,,sticker,rio 2022,remarkable,normal,0,0
18717,Sticker | Natus Vincere (Gold) | 2020 RMR,eb4b4b,d2d2d2,3.51,3.02,0,,215.0,32.0,160.0,460.0,1673.0,,sticker,2020 rmr,extraordinary,normal,0,0
18718,Sticker | Natus Vincere (Gold) | Antwerp 2022,eb4b4b,d2d2d2,5.08,4.85,1,LOW_SALES_WEEK,71.0,14.0,48.0,139.0,489.0,,sticker,antwerp 2022,extraordinary,normal,0,0
18719,Sticker | Natus Vincere (Gold) | Paris 2023,eb4b4b,d2d2d2,3.2800000000000002,3.24,0,,268.0,114.0,525.0,1734.0,7320.0,,sticker,paris 2023,extraordinary,normal,0,0
18720,Sticker | Natus Vincere (Gold) | Rio 2022,eb4b4b,d2d2d2,7.91,7.14,1,LOW_SALES_MONTH,34.0,12.0,39.0,114.0,410.0,,sticker,rio 2022,extraordinary,normal,0,0
18721,Sticker | Natus Vincere (Gold) | Stockholm 2021,eb4b4b,d2d2d2,9.92,10.42,1,LOW_SALES_MONTH,65.0,2.0,27.0,109.0,310.0,,sticker,stockholm 2021,extraordinary,normal,0,0
18722,Sticker | Natus Vincere (Holo) | 2020 RMR,8847ff,d2d2d2,0.27,0.27,0,,4154.0,647.0,3273.0,11633.0,51840.0,,sticker,2020 rmr,remarkable,normal,0,0
18723,Sticker | Natus Vincere (Holo) | Antwerp 2022,d32ce6,d2d2d2,4.16,4.1,0,,197.0,45.0,223.0,828.0,2749.0,,sticker,antwerp 2022,exotic,normal,0,0
18724,Sticker | Natus Vincere (Holo) | Atlanta 2017,8847ff,d2d2d2,56.43,48.8,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,5.0,14.0,46.0,,container,atlanta 2017,remarkable,normal,0,0
18725,Sticker | Natus Vincere (Holo) | Berlin 2019,8847ff,d2d2d2,0.85,0.65,0,,186.0,101.0,262.0,749.0,2747.0,,sticker,berlin 2019,remarkable,normal,0,0
18726,Sticker | Natus Vincere (Holo) | Boston 2018,8847ff,d2d2d2,16.22,16.22,1,LOW_SALES_3PLUS_MONTHS,42.0,3.0,6.0,20.0,89.0,,sticker,boston 2018,remarkable,normal,0,0
18727,Sticker | Natus Vincere (Holo) | Cologne 2014,8847ff,d2d2d2,68.0,57.96,1,LOW_SALES_3PLUS_MONTHS,29.0,2.0,3.0,10.0,38.0,,sticker,cologne 2014,remarkable,normal,0,0
18728,Sticker | Natus Vincere (Holo) | Cologne 2016,8847ff,d2d2d2,10.25,10.12,1,LOW_SALES_MONTH,63.0,4.0,11.0,49.0,200.0,,sticker,cologne 2016,remarkable,normal,0,0
18729,Sticker | Natus Vincere (Holo) | DreamHack 2014,8847ff,d2d2d2,297.91,247.89,1,LOW_SALES_3PLUS_MONTHS,13.0,1.0,2.0,5.0,23.0,,sticker,dreamhack 2014,remarkable,normal,0,0
18730,Sticker | Natus Vincere (Holo) | Katowice 2014,8847ff,d2d2d2,2000.0,1800.0,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,,sticker,katowice 2014,remarkable,normal,0,0
18731,Sticker | Natus Vincere (Holo) | Katowice 2015,8847ff,d2d2d2,644.99,433.98,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,3.0,3.0,7.0,,sticker,katowice 2015,remarkable,normal,0,0
18732,Sticker | Natus Vincere (Holo) | Katowice 2019,8847ff,d2d2d2,5.58,5.69,1,LOW_SALES_WEEK,112.0,8.0,33.0,134.0,478.0,,sticker,katowice 2019,remarkable,normal,0,0
18733,Sticker | Natus Vincere (Holo) | Krakow 2017,8847ff,d2d2d2,18.33,18.32,1,LOW_SALES_3PLUS_MONTHS,29.0,3.0,16.0,50.0,133.0,,sticker,krakow 2017,remarkable,normal,0,0
18734,Sticker | Natus Vincere (Holo) | London 2018,8847ff,d2d2d2,8.75,8.23,1,LOW_SALES_3PLUS_MONTHS,28.0,4.0,7.0,19.0,82.0,,sticker,london 2018,remarkable,normal,0,0
18735,Sticker | Natus Vincere (Holo) | MLG Columbus 2016,8847ff,d2d2d2,23.5,23.53,1,LOW_SALES_MONTH,52.0,3.0,16.0,46.0,187.0,,sticker,mlg columbus 2016,remarkable,normal,0,0
18736,Sticker | Natus Vincere (Holo) | Paris 2023,d32ce6,d2d2d2,2.5300000000000002,2.38,0,,965.0,458.0,2572.0,9399.0,35221.0,,sticker,paris 2023,exotic,normal,0,0
18737,Sticker | Natus Vincere (Holo) | Rio 2022,d32ce6,d2d2d2,1.38,1.32,0,,113.0,34.0,126.0,575.0,2307.0,,sticker,rio 2022,exotic,normal,0,0
18738,Sticker | Natus Vincere (Holo) | Stockholm 2021,8847ff,d2d2d2,3.23,3.24,0,,422.0,141.0,613.0,1983.0,7715.0,,sticker,stockholm 2021,remarkable,normal,0,0
18739,Sticker | Natus Vincere | 2020 RMR,4b69ff,d2d2d2,0.04,0.03,0,,54790.0,3027.0,15035.0,49330.0,168626.0,,sticker,2020 rmr,high grade,normal,0,0
18740,Sticker | Natus Vincere | Antwerp 2022,4b69ff,d2d2d2,0.07,0.05,0,,8826.0,1872.0,9196.0,22063.0,66640.0,,sticker,antwerp 2022,high grade,normal,0,0
18741,Sticker | Natus Vincere | Atlanta 2017,4b69ff,d2d2d2,5.09,5.09,1,LOW_SALES_MONTH,169.0,7.0,33.0,112.0,417.0,,sticker,atlanta 2017,high grade,normal,0,0
18742,Sticker | Natus Vincere | Berlin 2019,4b69ff,d2d2d2,0.39,0.4,0,,412.0,154.0,327.0,873.0,3439.0,,sticker,berlin 2019,high grade,normal,0,0
18743,Sticker | Natus Vincere | Boston 2018,4b69ff,d2d2d2,1.79,1.8,1,LOW_SALES_MONTH,150.0,9.0,30.0,90.0,403.0,,sticker,boston 2018,high grade,normal,0,0
18744,Sticker | Natus Vincere | Cluj-Napoca 2015,4b69ff,d2d2d2,2.47,2.5700000000000003,1,LOW_SALES_WEEK,75.0,10.0,39.0,130.0,528.0,,sticker,cluj-napoca 2015,high grade,normal,0,0
18745,Sticker | Natus Vincere | Cologne 2014,4b69ff,d2d2d2,8.7,8.71,1,LOW_SALES_MONTH,76.0,5.0,20.0,63.0,270.0,,sticker,cologne 2014,high grade,normal,0,0
18746,Sticker | Natus Vincere | Cologne 2015,4b69ff,d2d2d2,2.87,2.89,1,LOW_SALES_WEEK,90.0,7.0,24.0,83.0,371.0,,sticker,cologne 2015,high grade,normal,0,0
18747,Sticker | Natus Vincere | Cologne 2016,4b69ff,d2d2d2,3.46,3.45,1,LOW_SALES_MONTH,120.0,11.0,26.0,73.0,254.0,,sticker,cologne 2016,high grade,normal,0,0
18748,Sticker | Natus Vincere | DreamHack 2014,4b69ff,d2d2d2,24.78,26.84,1,LOW_SALES_MONTH,34.0,0.0,9.0,36.0,123.0,,sticker,dreamhack 2014,high grade,normal,0,0
18749,Sticker | Natus Vincere | Katowice 2014,4b69ff,d2d2d2,910.87,703.0,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,3.0,6.0,,sticker,katowice 2014,high grade,normal,0,0
18750,Sticker | Natus Vincere | Katowice 2015,4b69ff,d2d2d2,24.87,20.0,1,LOW_SALES_MONTH,79.0,3.0,18.0,64.0,228.0,,sticker,katowice 2015,high grade,normal,0,0
18751,Sticker | Natus Vincere | Katowice 2019,4b69ff,d2d2d2,1.08,1.07,0,,150.0,17.0,92.0,483.0,1896.0,,sticker,katowice 2019,high grade,normal,0,0
18752,Sticker | Natus Vincere | Krakow 2017,4b69ff,d2d2d2,1.6600000000000001,1.6800000000000002,0,,186.0,10.0,229.0,351.0,814.0,,sticker,krakow 2017,high grade,normal,0,0
18753,Sticker | Natus Vincere | London 2018,4b69ff,d2d2d2,1.05,1.08,0,,156.0,12.0,72.0,250.0,1033.0,,sticker,london 2018,high grade,normal,0,0
18754,Sticker | Natus Vincere | MLG Columbus 2016,4b69ff,d2d2d2,1.79,1.5,1,LOW_SALES_WEEK,192.0,14.0,58.0,148.0,562.0,,sticker,mlg columbus 2016,high grade,normal,0,0
18755,Sticker | Natus Vincere | Paris 2023,4b69ff,d2d2d2,0.04,0.03,0,,181082.0,23859.0,109447.0,223712.0,892278.0,,sticker,paris 2023,high grade,normal,0,0
18756,Sticker | Natus Vincere | Rio 2022,4b69ff,d2d2d2,0.04,0.05,0,,7092.0,659.0,4263.0,11813.0,43075.0,,sticker,rio 2022,high grade,normal,0,0
18757,Sticker | Natus Vincere | Stockholm 2021,4b69ff,d2d2d2,0.11,0.1,0,,5357.0,887.0,4357.0,15017.0,51339.0,,sticker,stockholm 2021,high grade,normal,0,0
18758,Sticker | nawwk (Glitter) | Paris 2023,8847ff,d2d2d2,0.03,0.03,0,,8819.0,223.0,621.0,3175.0,11092.0,,sticker,paris 2023,remarkable,normal,0,0
18759,Sticker | nawwk (Gold) | Paris 2023,eb4b4b,d2d2d2,1.6099999999999999,1.26,1,LOW_SALES_WEEK,56.0,14.0,45.0,136.0,742.0,,sticker,paris 2023,extraordinary,normal,0,0
18760,Sticker | nawwk (Holo) | Paris 2023,d32ce6,d2d2d2,0.81,0.6900000000000001,0,,120.0,41.0,214.0,907.0,4568.0,,sticker,paris 2023,exotic,normal,0,0
18761,Sticker | nawwk | Paris 2023,4b69ff,d2d2d2,0.03,0.03,0,,76786.0,856.0,4805.0,13805.0,67280.0,,sticker,paris 2023,high grade,normal,0,0
18762,Sticker | nawwwk (Glitter) | Paris 2023,,d2d2d2,0.0,0.08,1,LOW_SALES_OVERALL,,0.0,464.0,464.0,464.0,,,,,,0,0
18763,Sticker | nawwwk (Gold) | Paris 2023,,d2d2d2,0.0,6.63,1,LOW_SALES_3PLUS_MONTHS,,0.0,22.0,22.0,22.0,,,,,,0,0
18764,Sticker | nawwwk (Holo) | Paris 2023,,d2d2d2,0.0,1.46,1,LOW_SALES_OVERALL,,0.0,184.0,184.0,184.0,,,,,,0,0
18765,Sticker | nawwwk | Paris 2023,,d2d2d2,0.0,0.03,1,LOW_SALES_OVERALL,,0.0,2733.0,2733.0,2733.0,,,,,,0,0
18766,Sticker | NBK- (Foil) | Atlanta 2017,d32ce6,d2d2d2,80.23,51.59,1,NO_SALES_3PLUS_MONTHS,5.0,0.0,0.0,0.0,7.0,,,,,,0,0
18767,Sticker | NBK- (Foil) | Berlin 2019,8847ff,d2d2d2,0.5700000000000001,0.59,0,,78.0,11.0,89.0,174.0,660.0,,sticker,berlin 2019,remarkable,normal,0,0
18768,Sticker | NBK- (Foil) | Boston 2018,8847ff,d2d2d2,5.49,5.6,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,0.0,8.0,32.0,,sticker,boston 2018,remarkable,normal,0,0
18769,Sticker | NBK- (Foil) | Cluj-Napoca 2015,d32ce6,d2d2d2,11.99,11.99,1,LOW_SALES_3PLUS_MONTHS,14.0,0.0,2.0,7.0,17.0,,sticker,cluj-napoca 2015,exotic,normal,0,0
18770,Sticker | NBK- (Foil) | Cologne 2015,d32ce6,d2d2d2,8.93,8.95,1,LOW_SALES_3PLUS_MONTHS,7.0,4.0,6.0,14.0,55.0,,sticker,cologne 2015,exotic,normal,0,0
18771,Sticker | NBK- (Foil) | Cologne 2016,,d2d2d2,51.75,39.36,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,1.0,1.0,3.0,,,,,,0,0
18772,Sticker | NBK- (Foil) | Katowice 2019,8847ff,d2d2d2,4.78,4.72,1,LOW_SALES_3PLUS_MONTHS,34.0,0.0,2.0,6.0,50.0,,sticker,katowice 2019,remarkable,normal,0,0
18773,Sticker | NBK- (Foil) | Krakow 2017,8847ff,d2d2d2,23.0,21.59,1,LOW_SALES_3PLUS_MONTHS,17.0,2.0,3.0,6.0,22.0,,sticker,krakow 2017,remarkable,normal,0,0
18774,Sticker | NBK- (Foil) | MLG Columbus 2016,d32ce6,d2d2d2,9.58,9.48,1,LOW_SALES_3PLUS_MONTHS,13.0,1.0,2.0,5.0,14.0,,,,,,0,0
18775,Sticker | NBK- (Gold) | Berlin 2019,eb4b4b,d2d2d2,7.54,7.6,1,LOW_SALES_3PLUS_MONTHS,18.0,0.0,0.0,2.0,15.0,,sticker,berlin 2019,extraordinary,normal,0,0
18776,Sticker | NBK- (Gold) | Boston 2018,eb4b4b,d2d2d2,499.99,376.46,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,1.0,,,,,,0,0
18777,Sticker | NBK- (Gold) | Katowice 2019,eb4b4b,d2d2d2,83.32,69.64,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,0.0,2.0,,sticker,katowice 2019,extraordinary,normal,0,0
18778,Sticker | NBK- (Gold) | Krakow 2017,eb4b4b,d2d2d2,1800.0,783.35,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,,sticker,krakow 2017,extraordinary,normal,0,0
18779,Sticker | NBK- | Atlanta 2017,4b69ff,d2d2d2,2.91,2.8200000000000003,1,LOW_SALES_3PLUS_MONTHS,9.0,6.0,16.0,26.0,73.0,,sticker,atlanta 2017,high grade,normal,0,0
18780,Sticker | NBK- | Berlin 2019,4b69ff,d2d2d2,0.17,0.16,0,,452.0,155.0,1654.0,2166.0,4264.0,,sticker,berlin 2019,high grade,normal,0,0
18781,Sticker | NBK- | Boston 2018,4b69ff,d2d2d2,0.81,0.77,1,LOW_SALES_3PLUS_MONTHS,32.0,4.0,22.0,43.0,139.0,,sticker,boston 2018,high grade,normal,0,0
18782,Sticker | NBK- | Cluj-Napoca 2015,4b69ff,d2d2d2,1.79,1.6400000000000001,1,LOW_SALES_WEEK,42.0,22.0,43.0,93.0,369.0,,sticker,cluj-napoca 2015,high grade,normal,0,0
18783,Sticker | NBK- | Cologne 2015,4b69ff,d2d2d2,1.76,1.3599999999999999,1,LOW_SALES_MONTH,29.0,16.0,29.0,61.0,204.0,,sticker,cologne 2015,high grade,normal,0,0
18784,Sticker | NBK- | Cologne 2016,4b69ff,d2d2d2,2.7800000000000002,2.91,1,LOW_SALES_3PLUS_MONTHS,15.0,0.0,2.0,8.0,26.0,,sticker,cologne 2016,high grade,normal,0,0
18785,Sticker | NBK- | Katowice 2019,4b69ff,d2d2d2,0.49,0.36,0,,60.0,7.0,81.0,128.0,329.0,,sticker,katowice 2019,high grade,normal,0,0
18786,Sticker | NBK- | Krakow 2017,4b69ff,d2d2d2,1.42,1.09,1,LOW_SALES_MONTH,63.0,3.0,12.0,41.0,133.0,,sticker,krakow 2017,high grade,normal,0,0
18787,Sticker | NBK- | MLG Columbus 2016,4b69ff,d2d2d2,1.51,1.51,1,LOW_SALES_3PLUS_MONTHS,24.0,2.0,2.0,18.0,72.0,,sticker,mlg columbus 2016,high grade,normal,0,0
18788,Sticker | neaLaN (Foil) | Berlin 2019,8847ff,d2d2d2,0.6900000000000001,0.66,1,LOW_SALES_3PLUS_MONTHS,21.0,4.0,5.0,23.0,123.0,,sticker,berlin 2019,remarkable,normal,0,0
18789,Sticker | neaLaN (Glitter) | Rio 2022,8847ff,d2d2d2,0.06,0.04,1,LOW_SALES_WEEK,368.0,5.0,29.0,166.0,813.0,,sticker,rio 2022,remarkable,normal,0,0
18790,Sticker | neaLaN (Gold) | Berlin 2019,eb4b4b,d2d2d2,17.08,11.28,1,NO_SALES_3PLUS_MONTHS,5.0,0.0,0.0,1.0,1.0,,,,,,0,0
18791,Sticker | neaLaN (Gold) | Rio 2022,,d2d2d2,3.05,3.02,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,4.0,11.0,29.0,,,,,,0,0
18792,Sticker | neaLaN (Holo) | Rio 2022,d32ce6,d2d2d2,0.5,0.39,1,LOW_SALES_3PLUS_MONTHS,40.0,2.0,11.0,30.0,159.0,,sticker,rio 2022,exotic,normal,0,0
18793,Sticker | neaLaN | Berlin 2019,4b69ff,d2d2d2,0.06,0.05,1,LOW_SALES_WEEK,592.0,26.0,65.0,155.0,790.0,,sticker,berlin 2019,high grade,normal,0,0
