,markethashname,color,bordercolor,pricelatest,pricelatestsell,unstable,unstablereason,offervolume,sold24h,sold7d,sold30d,sold90d,wear,itemgroup,itemtype,rarity,quality,isstattrack,isstar
15741,Sticker | Boom (Foil) | 2020 RMR,d32ce6,d2d2d2,0.34,0.34,0,,329.0,24.0,297.0,1500.0,5408.0,,sticker,2020 rmr,exotic,normal,0,0
15742,Sticker | Boom (Gold) | 2020 RMR,eb4b4b,d2d2d2,2.79,2.65,1,LOW_SALES_WEEK,82.0,8.0,44.0,407.0,979.0,,sticker,2020 rmr,extraordinary,normal,0,0
15743,Sticker | Boom (Holo),8847ff,d2d2d2,0.74,0.72,0,,97.0,22.0,91.0,470.0,978.0,,sticker,slid3 capsule,remarkable,normal,0,0
15744,Sticker | Boom (Holo) | 2020 RMR,8847ff,d2d2d2,0.23,0.2,0,,2219.0,192.0,1420.0,6556.0,22171.0,,sticker,2020 rmr,remarkable,normal,0,0
15745,Sticker | Boom | 2020 RMR,4b69ff,d2d2d2,0.03,0.03,0,,43583.0,767.0,3807.0,27776.0,95503.0,,sticker,2020 rmr,high grade,normal,0,0
15746,Sticker | Boom(Foil),,d2d2d2,10.5,3.49,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,,,,,,0,0
15747,Sticker | Boom(Holo),,d2d2d2,16.03,1.77,1,NO_SALES_3PLUS_MONTHS,,0.0,0.0,0.0,0.0,,,,,,0,0
15748,Sticker | Boombl4 (Foil) | Berlin 2019,8847ff,d2d2d2,0.27,0.31,0,,143.0,14.0,114.0,295.0,1033.0,,sticker,berlin 2019,remarkable,normal,0,0
15749,Sticker | Boombl4 (Foil) | Boston 2018,8847ff,d2d2d2,25.71,17.99,1,LOW_SALES_3PLUS_MONTHS,6.0,2.0,4.0,11.0,26.0,,sticker,boston 2018,remarkable,normal,0,0
15750,Sticker | Boombl4 (Foil) | Katowice 2019,8847ff,d2d2d2,11.7,11.7,1,LOW_SALES_3PLUS_MONTHS,24.0,4.0,6.0,28.0,69.0,,sticker,katowice 2019,remarkable,normal,0,0
15751,Sticker | Boombl4 (Foil) | London 2018,8847ff,d2d2d2,5.82,4.92,1,LOW_SALES_3PLUS_MONTHS,19.0,5.0,7.0,15.0,52.0,,sticker,london 2018,remarkable,normal,0,0
15752,Sticker | Boombl4 (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.06,0.04,0,,945.0,17.0,175.0,900.0,3569.0,,sticker,antwerp 2022,remarkable,normal,0,0
15753,Sticker | Boombl4 (Glitter) | Copenhagen 2024,,d2d2d2,1.28,1.24,0,,33.0,37.0,254.0,254.0,254.0,,,,,,0,0
15754,Sticker | Boombl4 (Gold) | Antwerp 2022,eb4b4b,d2d2d2,4.42,4.41,1,LOW_SALES_MONTH,26.0,1.0,9.0,61.0,120.0,,sticker,antwerp 2022,extraordinary,normal,0,0
15755,Sticker | Boombl4 (Gold) | Berlin 2019,eb4b4b,d2d2d2,7.15,6.66,1,LOW_SALES_3PLUS_MONTHS,24.0,0.0,1.0,11.0,34.0,,sticker,berlin 2019,extraordinary,normal,0,0
15756,Sticker | Boombl4 (Gold) | Boston 2018,eb4b4b,d2d2d2,390.0,345.51,1,NO_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,0.0,,,,,,0,0
15757,Sticker | Boombl4 (Gold) | Copenhagen 2024,,d2d2d2,10.77,8.77,1,LOW_SALES_3PLUS_MONTHS,9.0,3.0,11.0,11.0,11.0,,,,,,0,0
15758,Sticker | Boombl4 (Gold) | Katowice 2019,eb4b4b,d2d2d2,86.36,86.78,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,1.0,2.0,,sticker,katowice 2019,extraordinary,normal,0,0
15759,Sticker | Boombl4 (Gold) | London 2018,eb4b4b,d2d2d2,311.07,118.79,1,LOW_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,0.0,,,,,,0,0
15760,Sticker | Boombl4 (Gold) | Stockholm 2021,eb4b4b,d2d2d2,2.55,2.51,1,LOW_SALES_WEEK,125.0,7.0,50.0,168.0,682.0,,sticker,stockholm 2021,extraordinary,normal,0,0
15761,Sticker | Boombl4 (Holo) | Antwerp 2022,d32ce6,d2d2d2,1.5,1.54,1,LOW_SALES_WEEK,64.0,5.0,19.0,157.0,429.0,,sticker,antwerp 2022,exotic,normal,0,0
15762,Sticker | Boombl4 (Holo) | Copenhagen 2024,,d2d2d2,7.45,7.47,1,LOW_SALES_3PLUS_MONTHS,20.0,13.0,87.0,87.0,87.0,,,,,,0,0
15763,Sticker | Boombl4 (Holo) | Stockholm 2021,8847ff,d2d2d2,0.21,0.21,0,,1446.0,141.0,1170.0,5521.0,17067.0,,sticker,stockholm 2021,remarkable,normal,0,0
15764,Sticker | Boombl4 | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,2446.0,72.0,528.0,7280.0,18321.0,,sticker,antwerp 2022,high grade,normal,0,0
15765,Sticker | Boombl4 | Berlin 2019,4b69ff,d2d2d2,0.07,0.03,0,,526.0,30.0,195.0,1294.0,4295.0,,sticker,berlin 2019,high grade,normal,0,0
15766,Sticker | Boombl4 | Boston 2018,4b69ff,d2d2d2,2.95,2.94,1,LOW_SALES_3PLUS_MONTHS,24.0,2.0,9.0,18.0,62.0,,sticker,boston 2018,high grade,normal,0,0
15767,Sticker | Boombl4 | Copenhagen 2024,,d2d2d2,0.2,0.23,0,,67.0,138.0,945.0,945.0,945.0,,,,,,0,0
15768,Sticker | Boombl4 | Katowice 2019,4b69ff,d2d2d2,1.1,1.1,1,LOW_SALES_MONTH,58.0,3.0,26.0,140.0,417.0,,sticker,katowice 2019,high grade,normal,0,0
15769,Sticker | Boombl4 | London 2018,4b69ff,d2d2d2,0.64,0.46,1,LOW_SALES_MONTH,68.0,4.0,14.0,65.0,272.0,,sticker,london 2018,high grade,normal,0,0
15770,Sticker | Boombl4 | Stockholm 2021,4b69ff,d2d2d2,0.03,0.03,0,,43888.0,502.0,3655.0,22886.0,77974.0,,sticker,stockholm 2021,high grade,normal,0,0
15771,Sticker | Boost (Holo),8847ff,d2d2d2,1.38,1.27,0,,158.0,45.0,386.0,2511.0,7532.0,,sticker,cs20 sticker capsule,remarkable,normal,0,0
15772,Sticker | Booth,4b69ff,d2d2d2,0.04,0.03,0,,1679.0,149.0,1143.0,6636.0,22905.0,,sticker,10 year birthday sticker capsule,high grade,normal,0,0
15773,Sticker | Boris,4b69ff,d2d2d2,0.2,0.2,0,,153.0,50.0,333.0,1586.0,4129.0,,sticker,sugarface capsule,high grade,normal,0,0
15774,Sticker | Boris (Holo),8847ff,d2d2d2,1.08,1.08,0,,91.0,6.0,68.0,321.0,915.0,,sticker,sugarface capsule,remarkable,normal,0,0
15775,Sticker | BOROS (Glitter) | Paris 2023,8847ff,d2d2d2,0.08,0.06,0,,512.0,92.0,838.0,3064.0,11085.0,,sticker,paris 2023,remarkable,normal,0,0
15776,Sticker | BOROS (Gold) | Paris 2023,eb4b4b,d2d2d2,35.93,34.0,1,LOW_SALES_WEEK,21.0,3.0,38.0,138.0,354.0,,sticker,paris 2023,extraordinary,normal,0,0
15777,Sticker | BOROS (Holo) | Paris 2023,d32ce6,d2d2d2,2.87,2.87,0,,117.0,11.0,115.0,629.0,1914.0,,sticker,paris 2023,exotic,normal,0,0
15778,Sticker | BOROS | Paris 2023,4b69ff,d2d2d2,0.03,0.03,0,,28703.0,968.0,3067.0,15326.0,62174.0,,sticker,paris 2023,high grade,normal,0,0
15779,Sticker | Bosh (Holo),8847ff,d2d2d2,4.18,4.18,0,,44.0,12.0,75.0,301.0,887.0,,sticker,sticker capsule 2,remarkable,normal,0,0
15780,Sticker | Bossy Burger,4b69ff,d2d2d2,1.07,0.91,1,LOW_SALES_WEEK,112.0,1.0,53.0,267.0,1063.0,,sticker,,high grade,normal,0,0
15781,Sticker | Bravado Gaming | DreamHack 2014,4b69ff,d2d2d2,67.0,72.06,1,LOW_SALES_3PLUS_MONTHS,26.0,0.0,0.0,5.0,21.0,,sticker,dreamhack 2014,high grade,normal,0,0
15782,Sticker | Brehze (Foil) | Berlin 2019,8847ff,d2d2d2,0.31,0.30000000000000004,1,LOW_SALES_MONTH,132.0,2.0,17.0,61.0,216.0,,sticker,berlin 2019,remarkable,normal,0,0
15783,Sticker | Brehze (Foil) | Katowice 2019,8847ff,d2d2d2,4.96,4.95,1,LOW_SALES_3PLUS_MONTHS,25.0,0.0,2.0,21.0,64.0,,sticker,katowice 2019,remarkable,normal,0,0
15784,Sticker | Brehze (Glitter) | Rio 2022,8847ff,d2d2d2,0.08,0.07,1,LOW_SALES_WEEK,100.0,5.0,61.0,332.0,747.0,,sticker,rio 2022,remarkable,normal,0,0
15785,Sticker | Brehze (Gold) | Berlin 2019,eb4b4b,d2d2d2,6.04,5.53,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,0.0,1.0,6.0,,sticker,berlin 2019,extraordinary,normal,0,0
15786,Sticker | Brehze (Gold) | Katowice 2019,eb4b4b,d2d2d2,46.77,50.62,1,LOW_SALES_3PLUS_MONTHS,3.0,0.0,0.0,0.0,6.0,,,,,,0,0
15787,Sticker | Brehze (Gold) | Rio 2022,,d2d2d2,2.46,2.59,1,LOW_SALES_3PLUS_MONTHS,17.0,0.0,1.0,10.0,33.0,,,,,,0,0
15788,Sticker | Brehze (Holo) | Rio 2022,d32ce6,d2d2d2,0.53,0.54,1,LOW_SALES_3PLUS_MONTHS,38.0,0.0,7.0,21.0,111.0,,sticker,rio 2022,exotic,normal,0,0
15789,Sticker | Brehze | Berlin 2019,4b69ff,d2d2d2,0.08,0.08,1,LOW_SALES_WEEK,375.0,9.0,43.0,307.0,943.0,,sticker,berlin 2019,high grade,normal,0,0
15790,Sticker | Brehze | Katowice 2019,4b69ff,d2d2d2,0.29,0.29,1,LOW_SALES_MONTH,87.0,8.0,28.0,114.0,304.0,,sticker,katowice 2019,high grade,normal,0,0
15791,Sticker | Brehze | Rio 2022,4b69ff,d2d2d2,0.03,0.03,0,,2207.0,10.0,163.0,1845.0,3756.0,,sticker,rio 2022,high grade,normal,0,0
15792,Sticker | Broken Fang,4b69ff,d2d2d2,1.26,1.22,0,,1026.0,344.0,2750.0,24477.0,39974.0,,sticker,broken fang sticker collection,high grade,normal,0,0
15793,Sticker | Broken Fang (Holo),8847ff,d2d2d2,1.47,1.31,0,,451.0,55.0,575.0,2688.0,8145.0,,sticker,broken fang sticker collection,remarkable,normal,0,0
15794,Sticker | broky (Champion) | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,30927.0,261.0,1578.0,12967.0,38777.0,,sticker,antwerp 2022,high grade,normal,0,0
15795,"Sticker | broky (Glitter, Champion) | Antwerp 2022",8847ff,d2d2d2,0.06,0.06,0,,1643.0,52.0,409.0,2351.0,7722.0,,sticker,antwerp 2022,remarkable,normal,0,0
15796,Sticker | broky (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.08,0.07,1,LOW_SALES_WEEK,290.0,10.0,76.0,528.0,1763.0,,sticker,antwerp 2022,remarkable,normal,0,0
15797,Sticker | broky (Glitter) | Copenhagen 2024,8847ff,d2d2d2,0.08,0.07,0,,248.0,273.0,1979.0,1979.0,1979.0,,sticker,copenhagen 2024,remarkable,normal,0,0
15798,Sticker | broky (Glitter) | Paris 2023,8847ff,d2d2d2,0.03,0.03,0,,2538.0,55.0,573.0,3420.0,11226.0,,sticker,paris 2023,remarkable,normal,0,0
15799,Sticker | broky (Glitter) | Rio 2022,8847ff,d2d2d2,0.08,0.07,1,LOW_SALES_WEEK,270.0,15.0,70.0,336.0,1072.0,,sticker,rio 2022,remarkable,normal,0,0
15800,"Sticker | broky (Gold, Champion) | Antwerp 2022",eb4b4b,d2d2d2,4.84,4.78,1,LOW_SALES_MONTH,45.0,1.0,9.0,41.0,196.0,,sticker,antwerp 2022,extraordinary,normal,0,0
15801,Sticker | broky (Gold) | Antwerp 2022,eb4b4b,d2d2d2,9.35,8.08,1,LOW_SALES_3PLUS_MONTHS,33.0,0.0,2.0,17.0,70.0,,sticker,antwerp 2022,extraordinary,normal,0,0
15802,Sticker | broky (Gold) | Copenhagen 2024,eb4b4b,d2d2d2,7.86,5.68,0,,29.0,17.0,153.0,153.0,153.0,,sticker,copenhagen 2024,extraordinary,normal,0,0
15803,Sticker | broky (Gold) | Paris 2023,eb4b4b,d2d2d2,5.0,4.9,1,LOW_SALES_WEEK,28.0,1.0,22.0,135.0,417.0,,sticker,paris 2023,extraordinary,normal,0,0
15804,Sticker | broky (Gold) | Rio 2022,eb4b4b,d2d2d2,7.05,7.08,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,2.0,12.0,30.0,,sticker,rio 2022,extraordinary,normal,0,0
15805,"Sticker | broky (Holo, Champion) | Antwerp 2022",d32ce6,d2d2d2,0.86,0.84,0,,119.0,14.0,115.0,581.0,1591.0,,sticker,antwerp 2022,exotic,normal,0,0
15806,Sticker | broky (Holo) | Antwerp 2022,d32ce6,d2d2d2,2.99,2.99,1,LOW_SALES_WEEK,66.0,2.0,35.0,165.0,365.0,,sticker,antwerp 2022,exotic,normal,0,0
15807,Sticker | broky (Holo) | Copenhagen 2024,,d2d2d2,1.6600000000000001,1.62,0,,71.0,98.0,747.0,747.0,747.0,,,,,,0,0
15808,Sticker | broky (Holo) | Paris 2023,d32ce6,d2d2d2,1.4100000000000001,1.28,0,,115.0,16.0,144.0,694.0,2677.0,,sticker,paris 2023,exotic,normal,0,0
15809,Sticker | broky (Holo) | Rio 2022,d32ce6,d2d2d2,0.88,0.87,1,LOW_SALES_MONTH,33.0,2.0,22.0,78.0,196.0,,sticker,rio 2022,exotic,normal,0,0
15810,Sticker | broky | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,3563.0,87.0,421.0,2779.0,10089.0,,sticker,antwerp 2022,high grade,normal,0,0
15811,Sticker | broky | Copenhagen 2024,4b69ff,d2d2d2,0.04,0.03,0,,3549.0,1033.0,6746.0,6746.0,6746.0,,sticker,copenhagen 2024,high grade,normal,0,0
15812,Sticker | broky | Paris 2023,4b69ff,d2d2d2,0.03,0.03,0,,85043.0,336.0,2615.0,15610.0,53793.0,,sticker,paris 2023,high grade,normal,0,0
15813,Sticker | broky | Rio 2022,4b69ff,d2d2d2,0.05,0.03,0,,703.0,43.0,418.0,5181.0,8103.0,,sticker,rio 2022,high grade,normal,0,0
15814,Sticker | Brollan (Foil) | Katowice 2019,8847ff,d2d2d2,2.01,2.01,1,LOW_SALES_3PLUS_MONTHS,25.0,1.0,2.0,36.0,99.0,,sticker,katowice 2019,remarkable,normal,0,0
15815,Sticker | Brollan (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.05,0.03,0,,505.0,28.0,102.0,576.0,2100.0,,sticker,antwerp 2022,remarkable,normal,0,0
15816,Sticker | Brollan (Glitter) | Copenhagen 2024,8847ff,d2d2d2,0.13,0.12,0,,218.0,254.0,2155.0,2155.0,2155.0,,sticker,copenhagen 2024,remarkable,normal,0,0
15817,Sticker | Brollan (Glitter) | Paris 2023,8847ff,d2d2d2,0.03,0.03,0,,7695.0,202.0,697.0,2730.0,9548.0,,sticker,paris 2023,remarkable,normal,0,0
15818,Sticker | Brollan (Glitter) | Rio 2022,8847ff,d2d2d2,0.06,0.06,0,,154.0,14.0,72.0,362.0,1088.0,,sticker,rio 2022,remarkable,normal,0,0
15819,Sticker | Brollan (Gold) | Antwerp 2022,eb4b4b,d2d2d2,2.48,2.19,1,LOW_SALES_3PLUS_MONTHS,22.0,0.0,10.0,45.0,140.0,,sticker,antwerp 2022,extraordinary,normal,0,0
15820,Sticker | Brollan (Gold) | Copenhagen 2024,,d2d2d2,8.11,8.52,0,,19.0,24.0,153.0,153.0,153.0,,,,,,0,0
15821,Sticker | Brollan (Gold) | Katowice 2019,,d2d2d2,49.26,28.3,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,0.0,3.0,6.0,,,,,,0,0
15822,Sticker | Brollan (Gold) | Paris 2023,eb4b4b,d2d2d2,1.6600000000000001,1.47,1,LOW_SALES_WEEK,41.0,6.0,36.0,149.0,466.0,,sticker,paris 2023,extraordinary,normal,0,0
15823,Sticker | Brollan (Gold) | Rio 2022,eb4b4b,d2d2d2,4.4,4.02,1,LOW_SALES_3PLUS_MONTHS,28.0,0.0,6.0,27.0,73.0,,sticker,rio 2022,extraordinary,normal,0,0
15824,Sticker | Brollan (Holo) | Antwerp 2022,d32ce6,d2d2d2,0.6000000000000001,0.53,1,LOW_SALES_MONTH,61.0,1.0,41.0,110.0,342.0,,sticker,antwerp 2022,exotic,normal,0,0
15825,Sticker | Brollan (Holo) | Copenhagen 2024,,d2d2d2,2.8,2.35,0,,55.0,90.0,819.0,819.0,819.0,,,,,,0,0
15826,Sticker | Brollan (Holo) | Paris 2023,d32ce6,d2d2d2,0.36,0.31,0,,159.0,28.0,166.0,730.0,2356.0,,sticker,paris 2023,exotic,normal,0,0
15827,Sticker | Brollan (Holo) | Rio 2022,d32ce6,d2d2d2,0.62,0.62,1,LOW_SALES_MONTH,45.0,1.0,29.0,113.0,249.0,,sticker,rio 2022,exotic,normal,0,0
15828,Sticker | Brollan | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,6316.0,107.0,449.0,2985.0,6954.0,,sticker,antwerp 2022,high grade,normal,0,0
15829,Sticker | Brollan | Copenhagen 2024,4b69ff,d2d2d2,0.03,0.03,0,,826.0,1031.0,7669.0,7669.0,7669.0,,sticker,copenhagen 2024,high grade,normal,0,0
15830,Sticker | Brollan | Katowice 2019,4b69ff,d2d2d2,0.28,0.21,1,LOW_SALES_MONTH,89.0,3.0,20.0,121.0,432.0,,sticker,katowice 2019,high grade,normal,0,0
15831,Sticker | Brollan | Paris 2023,4b69ff,d2d2d2,0.03,0.03,0,,76426.0,354.0,2370.0,18140.0,51778.0,,sticker,paris 2023,high grade,normal,0,0
15832,Sticker | Brollan | Rio 2022,4b69ff,d2d2d2,0.03,0.03,0,,3615.0,155.0,1552.0,3811.0,7170.0,,sticker,rio 2022,high grade,normal,0,0
15833,Sticker | Bubble Gum Skill Surf (Holo),8847ff,d2d2d2,6.27,5.44,1,LOW_SALES_MONTH,30.0,3.0,18.0,85.0,337.0,,sticker,riptide surf shop sticker collection,remarkable,normal,0,0
15834,Sticker | BUDA (Glitter) | Rio 2022,8847ff,d2d2d2,0.13,0.08,0,,148.0,4.0,68.0,245.0,702.0,,sticker,rio 2022,remarkable,normal,0,0
15835,Sticker | BUDA (Gold) | Rio 2022,eb4b4b,d2d2d2,4.97,3.11,1,LOW_SALES_3PLUS_MONTHS,16.0,0.0,3.0,15.0,31.0,,sticker,rio 2022,extraordinary,normal,0,0
15836,Sticker | BUDA (Holo) | Rio 2022,d32ce6,d2d2d2,2.14,2.14,1,LOW_SALES_MONTH,19.0,6.0,14.0,56.0,192.0,,sticker,rio 2022,exotic,normal,0,0
15837,Sticker | BUDA | Rio 2022,4b69ff,d2d2d2,0.15,0.15,0,,673.0,140.0,992.0,2317.0,4355.0,,sticker,rio 2022,high grade,normal,0,0
15838,Sticker | BukAWP,4b69ff,d2d2d2,0.77,0.62,1,LOW_SALES_WEEK,46.0,7.0,47.0,244.0,771.0,,sticker,chicken capsule,high grade,normal,0,0
15839,Sticker | Bullet Hell (Foil),d32ce6,d2d2d2,5.8,5.36,0,,66.0,13.0,85.0,428.0,1373.0,,sticker,2021 community sticker capsule,exotic,normal,0,0
15840,Sticker | Bullet Rain,4b69ff,d2d2d2,0.4,0.4,0,,74.0,10.0,83.0,451.0,1224.0,,sticker,community capsule 2018,high grade,normal,0,0
15841,Sticker | Bullet Rain (Foil),d32ce6,d2d2d2,4.43,4.66,1,LOW_SALES_MONTH,26.0,1.0,12.0,73.0,260.0,,sticker,community capsule 2018,exotic,normal,0,0
15842,Sticker | Bum A Smoke,4b69ff,d2d2d2,0.06,0.06,0,,2565.0,935.0,7838.0,48819.0,90189.0,,sticker,ambush sticker capsule,high grade,normal,0,0
15843,Sticker | Burn Them All,4b69ff,d2d2d2,0.54,0.54,0,,155.0,24.0,194.0,1208.0,3937.0,,sticker,community sticker capsule 1,high grade,normal,0,0
15844,Sticker | buster (Foil) | Berlin 2019,8847ff,d2d2d2,0.37,0.38,1,LOW_SALES_WEEK,87.0,12.0,42.0,202.0,648.0,,sticker,berlin 2019,remarkable,normal,0,0
15845,Sticker | buster (Foil) | Boston 2018,,d2d2d2,6.46,6.47,1,LOW_SALES_3PLUS_MONTHS,17.0,1.0,1.0,3.0,12.0,,,,,,0,0
15846,Sticker | buster (Foil) | Katowice 2019,8847ff,d2d2d2,3.47,3.47,1,LOW_SALES_3PLUS_MONTHS,20.0,1.0,3.0,30.0,59.0,,sticker,katowice 2019,remarkable,normal,0,0
15847,Sticker | buster (Glitter) | Antwerp 2022,8847ff,d2d2d2,0.07,0.04,0,,220.0,15.0,130.0,534.0,2124.0,,sticker,antwerp 2022,remarkable,normal,0,0
15848,Sticker | buster (Gold) | Antwerp 2022,,d2d2d2,2.84,2.34,1,LOW_SALES_3PLUS_MONTHS,27.0,0.0,7.0,34.0,67.0,,,,,,0,0
15849,Sticker | buster (Gold) | Berlin 2019,eb4b4b,d2d2d2,5.45,5.51,1,LOW_SALES_3PLUS_MONTHS,19.0,1.0,1.0,6.0,16.0,,sticker,berlin 2019,extraordinary,normal,0,0
15850,Sticker | buster (Gold) | Boston 2018,eb4b4b,d2d2d2,196.59,72.65,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,,sticker,boston 2018,extraordinary,normal,0,0
15851,Sticker | buster (Gold) | Katowice 2019,,d2d2d2,59.51,27.84,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,0.0,0.0,2.0,,,,,,0,0
15852,Sticker | buster (Gold) | Stockholm 2021,eb4b4b,d2d2d2,2.7199999999999998,2.45,1,LOW_SALES_3PLUS_MONTHS,23.0,0.0,3.0,25.0,67.0,,sticker,stockholm 2021,extraordinary,normal,0,0
15853,Sticker | buster (Holo) | Antwerp 2022,d32ce6,d2d2d2,1.63,1.63,1,LOW_SALES_WEEK,51.0,1.0,33.0,102.0,407.0,,sticker,antwerp 2022,exotic,normal,0,0
15854,Sticker | buster (Holo) | Stockholm 2021,8847ff,d2d2d2,0.35000000000000003,0.35000000000000003,0,,106.0,36.0,100.0,441.0,1306.0,,sticker,stockholm 2021,remarkable,normal,0,0
15855,Sticker | buster | Antwerp 2022,4b69ff,d2d2d2,0.03,0.03,0,,5005.0,39.0,512.0,2717.0,7298.0,,sticker,antwerp 2022,high grade,normal,0,0
15856,Sticker | buster | Berlin 2019,4b69ff,d2d2d2,0.07,0.07,0,,788.0,45.0,250.0,1235.0,3556.0,,sticker,berlin 2019,high grade,normal,0,0
15857,Sticker | buster | Boston 2018,4b69ff,d2d2d2,2.12,2.09,1,LOW_SALES_3PLUS_MONTHS,29.0,0.0,4.0,40.0,120.0,,sticker,boston 2018,high grade,normal,0,0
15858,Sticker | buster | Katowice 2019,4b69ff,d2d2d2,0.38,0.34,1,LOW_SALES_MONTH,38.0,4.0,23.0,154.0,445.0,,sticker,katowice 2019,high grade,normal,0,0
15859,Sticker | buster | Stockholm 2021,4b69ff,d2d2d2,0.03,0.03,0,,6267.0,37.0,377.0,1696.0,6381.0,,sticker,stockholm 2021,high grade,normal,0,0
15860,Sticker | byali (Foil) | Atlanta 2017,,d2d2d2,20.2,12.62,1,LOW_SALES_3PLUS_MONTHS,8.0,0.0,2.0,5.0,8.0,,,,,,0,0
15861,Sticker | byali (Foil) | Boston 2018,8847ff,d2d2d2,4.28,4.31,1,LOW_SALES_3PLUS_MONTHS,19.0,0.0,1.0,9.0,32.0,,sticker,boston 2018,remarkable,normal,0,0
15862,Sticker | byali (Foil) | Cluj-Napoca 2015,d32ce6,d2d2d2,11.53,11.65,1,LOW_SALES_3PLUS_MONTHS,9.0,0.0,0.0,4.0,23.0,,sticker,cluj-napoca 2015,exotic,normal,0,0
15863,Sticker | byali (Foil) | Cologne 2015,d32ce6,d2d2d2,6.95,6.84,1,LOW_SALES_3PLUS_MONTHS,17.0,1.0,1.0,3.0,20.0,,sticker,cologne 2015,exotic,normal,0,0
15864,Sticker | byali (Foil) | Cologne 2016,d32ce6,d2d2d2,11.66,10.84,1,LOW_SALES_3PLUS_MONTHS,13.0,0.0,1.0,2.0,6.0,,sticker,cologne 2016,exotic,normal,0,0
15865,Sticker | byali (Foil) | Krakow 2017,8847ff,d2d2d2,16.99,15.56,1,LOW_SALES_3PLUS_MONTHS,24.0,1.0,2.0,11.0,25.0,,sticker,krakow 2017,remarkable,normal,0,0
15866,Sticker | byali (Foil) | London 2018,,d2d2d2,4.75,4.05,1,LOW_SALES_3PLUS_MONTHS,25.0,0.0,1.0,12.0,20.0,,,,,,0,0
15867,Sticker | byali (Foil) | MLG Columbus 2016,d32ce6,d2d2d2,6.35,6.1,1,LOW_SALES_3PLUS_MONTHS,10.0,2.0,4.0,14.0,25.0,,sticker,mlg columbus 2016,exotic,normal,0,0
15868,Sticker | byali (Gold) | Boston 2018,eb4b4b,d2d2d2,179.64,178.88,1,NO_SALES_3PLUS_MONTHS,2.0,0.0,0.0,0.0,0.0,,,,,,0,0
15869,Sticker | byali (Gold) | Krakow 2017,,d2d2d2,985.94,589.11,1,NO_SALES_3PLUS_MONTHS,1.0,0.0,0.0,0.0,0.0,,,,,,0,0
15870,Sticker | byali (Gold) | London 2018,,d2d2d2,964.51,155.75,1,NO_SALES_3PLUS_MONTHS,3.0,0.0,0.0,0.0,0.0,,,,,,0,0
15871,Sticker | byali | Atlanta 2017,4b69ff,d2d2d2,1.38,1.38,1,LOW_SALES_MONTH,33.0,1.0,20.0,89.0,165.0,,sticker,atlanta 2017,high grade,normal,0,0
15872,Sticker | byali | Boston 2018,4b69ff,d2d2d2,1.6400000000000001,1.65,1,LOW_SALES_MONTH,24.0,2.0,12.0,71.0,160.0,,sticker,boston 2018,high grade,normal,0,0
15873,Sticker | byali | Cluj-Napoca 2015,4b69ff,d2d2d2,6.49,5.26,1,LOW_SALES_MONTH,18.0,0.0,1.0,50.0,149.0,,sticker,cluj-napoca 2015,high grade,normal,0,0
15874,Sticker | byali | Cologne 2015,4b69ff,d2d2d2,2.67,2.63,1,LOW_SALES_MONTH,28.0,2.0,11.0,66.0,167.0,,sticker,cologne 2015,high grade,normal,0,0
15875,Sticker | byali | Cologne 2016,4b69ff,d2d2d2,2.3,2.26,1,LOW_SALES_3PLUS_MONTHS,21.0,1.0,3.0,19.0,44.0,,sticker,cologne 2016,high grade,normal,0,0
15876,Sticker | byali | Krakow 2017,4b69ff,d2d2d2,1.58,1.51,1,LOW_SALES_MONTH,79.0,0.0,15.0,72.0,187.0,,sticker,krakow 2017,high grade,normal,0,0
15877,Sticker | byali | London 2018,4b69ff,d2d2d2,1.42,1.37,1,LOW_SALES_MONTH,20.0,2.0,13.0,56.0,134.0,,sticker,london 2018,high grade,normal,0,0
15878,Sticker | byali | MLG Columbus 2016,4b69ff,d2d2d2,4.0,4.06,1,LOW_SALES_3PLUS_MONTHS,15.0,0.0,0.0,11.0,79.0,,sticker,mlg columbus 2016,high grade,normal,0,0
15879,Sticker | C-S On The Go,4b69ff,d2d2d2,0.04,0.03,0,,3065.0,226.0,1177.0,7885.0,21262.0,,sticker,10 year birthday sticker capsule,high grade,normal,0,0
15880,Sticker | CacaNito (Glitter) | Copenhagen 2024,8847ff,d2d2d2,0.15,0.13,0,,59.0,27.0,166.0,166.0,166.0,,sticker,copenhagen 2024,remarkable,normal,0,0
